q1	q2	q19	q20	q25	q47	q50a	q50b	q50c	q50d	q50e	q58	q60	q61a	q61b	q61c	q64	q65a	q65b	q65c	q65d	q65e	q66	q68a	q68b	q68d	q69	q70	q71	q75
1319	(VOL) Don't know/Refused	Approve	Most of the time	Frustrated	Only some of the time	(VOL) Don't know/Refused	Statement #2	Statement #2	Statement #2	Statement #1	Statement #2	(VOL) Don't know/Refused	Sometimes fair game [OR IS IT]	Some	Some	None at all	Moderately fair	Some	Some	Some	A lot	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Friendly toward religion	Should express their views on day-to-day social and political questions	Approve	Not too well	A lot
1320	Dissatisfied	Approve	Most of the time	Angry	(VOL) Never	No, not keeping promises	Statement #2	Statement #2	Statement #2	Statement #1	Statement #1	(VOL) Don't know/Refused	Never fair game	(VOL) Don't know/Refused	(VOL) Don't know/Refused	(VOL) Don't know/Refused	Very fair	A lot	(VOL) Don't know/Refused	(VOL) Don't know/Refused	(VOL) Don't know/Refused	(VOL) Don't know/Refused	Losing influence	Unfriendly toward religion	Unfriendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Approve	Very well	A lot
1321	Dissatisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	(VOL) Neither/Both equally	(VOL) Don't know/Refused	Statement #1	(VOL) Neither/Both equally	Statement #1	Strongly oppose	Never fair game	Some	Some	Some	Moderately fair	Not too much	Not too much	(VOL) Don't know/Refused	(VOL) Don't know/Refused	A lot	Losing influence	Neutral toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	(VOL) Don't know/Refused	Somewhat well	A lot
1322	Satisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #2	Statement #2	Statement #1	Statement #2	Favor	Sometimes fair game [OR IS IT]	Some	Some	Some	Moderately fair	Some	Some	Not at all	Some	Some	Increasing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	Approve	Very well	A lot
1323	(VOL) Don't know/Refused	Disapprove	Hardly at all	Frustrated	Only some of the time	No, not keeping promises	Statement #1	Statement #2	Statement #2	Statement #1	Statement #2	(VOL) Don't know/Refused	Sometimes fair game [OR IS IT]	A lot	Some	Only a little	Not too fair	Some	A lot	Some	Some	A lot	Losing influence	Friendly toward religion	(VOL) Don't know/Refused	(VOL) Don't know/Refused	Should keep out of political matters	Disapprove	Not at all well	A lot
1324	Satisfied	Disapprove	Some of the time	Frustrated	Most of the time	(VOL) Don't know/Refused	Statement #2	Statement #2	Statement #2	Statement #1	Statement #2	Favor	Never fair game	A lot	A lot	None at all	Moderately fair	Some	Not at all	Some	A lot	A lot	Losing influence	Neutral toward religion	Neutral toward religion	(VOL) Don't know/Refused	Should express their views on day-to-day social and political questions	(VOL) Don't know/Refused	Somewhat well	A lot
1325	Dissatisfied	Disapprove	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #1	Statement #1	Statement #1	Statement #1	(VOL) Neither/Both equally	Strongly favor	(VOL) Other/Depends	A lot	A lot	Some	Moderately fair	Not too much	Not too much	A lot	Not too much	A lot	Increasing influence	Unfriendly toward religion	Unfriendly toward religion	Neutral toward religion	Should keep out of political matters	Disapprove	Not too well	A lot
1326	Satisfied	Approve	Most of the time	Frustrated	Only some of the time	Yes, keeping promises	Statement #2	Statement #2	Statement #1	Statement #2	Statement #2	Oppose	Sometimes fair game [OR IS IT]	Some	Some	A lot	Not fair at all	Not too much	A lot	Some	Not at all	Not too much	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Approve	Very well	A lot
1327	Dissatisfied	Approve	Hardly at all	Angry	(VOL) Don't know/Refused	No, not keeping promises	Statement #2	Statement #1	Statement #2	Statement #2	Statement #1	Oppose	Never fair game	Only a little	A lot	(VOL) Don't know/Refused	Not fair at all	(VOL) Don't know/Refused	Not at all	A lot	(VOL) Don't know/Refused	Not at all	Increasing influence	Unfriendly toward religion	Unfriendly toward religion	Unfriendly toward religion	Should keep out of political matters	Approve	Very well	A lot
1328	Dissatisfied	Approve	Most of the time	Angry	Only some of the time	No, not keeping promises	Statement #1	Statement #2	Statement #1	Statement #1	Statement #1	Oppose	Never fair game	Some	Some	Some	Not fair at all	Some	Some	Some	Not too much	Some	Losing influence	Unfriendly toward religion	Friendly toward religion	(VOL) Don't know/Refused	Should express their views on day-to-day social and political questions	Approve	Somewhat well	A lot
1329	Satisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #1	Statement #2	Statement #2	Statement #1	Oppose	Sometimes fair game [OR IS IT]	Some	Only a little	Only a little	Moderately fair	Some	A lot	A lot	A lot	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Approve	Somewhat well	A lot
1330	Satisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #1	Statement #1	Statement #2	Statement #2	Strongly oppose	Sometimes fair game [OR IS IT]	Some	Some	Some	Moderately fair	Some	Some	A lot	Not at all	A lot	Losing influence	Unfriendly toward religion	Neutral toward religion	Neutral toward religion	Should keep out of political matters	Approve	Somewhat well	A lot
1331	Dissatisfied	Approve	Some of the time	Frustrated	Only some of the time	(VOL) Don't know/Refused	Statement #2	Statement #2	Statement #2	Statement #2	Statement #1	Oppose	Sometimes fair game [OR IS IT]	Some	A lot	Some	Moderately fair	Some	Some	Not too much	Not too much	Some	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	Approve	Somewhat well	A little
1332	Dissatisfied	Disapprove	Most of the time	Basically content	Only some of the time	Yes, keeping promises	Statement #2	Statement #1	Statement #1	Statement #1	Statement #1	Strongly favor	Never fair game	A lot	A lot	None at all	Not fair at all	Not too much	A lot	A lot	Not at all	A lot	Losing influence	Friendly toward religion	Neutral toward religion	Friendly toward religion	Should express their views on day-to-day social and political questions	Disapprove	Very well	A lot
1333	Dissatisfied	Approve	Only now and then	Basically content	Only some of the time	No, not keeping promises	Statement #1	Statement #2	Statement #1	Statement #1	Statement #2	Oppose	Sometimes fair game [OR IS IT]	Only a little	A lot	A lot	Moderately fair	Not too much	Some	A lot	Not at all	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Unfriendly toward religion	Should express their views on day-to-day social and political questions	Approve	Not too well	A lot
1334	Satisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #2	Statement #1	Statement #2	Statement #2	Oppose	Sometimes fair game [OR IS IT]	Some	Only a little	Only a little	Moderately fair	A lot	A lot	Some	Not too much	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Friendly toward religion	Should express their views on day-to-day social and political questions	Approve	Very well	A little
1335	Dissatisfied	Approve	Hardly at all	Basically content	Only some of the time	No, not keeping promises	Statement #1	Statement #1	Statement #1	Statement #1	Statement #1	Strongly oppose	Never fair game	A lot	A lot	A lot	Not fair at all	A lot	A lot	A lot	A lot	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	(VOL) Don't know/Refused	Not at all well	A lot
1336	Dissatisfied	Disapprove	Most of the time	Angry	Only some of the time	No, not keeping promises	Statement #2	Statement #1	Statement #1	Statement #1	Statement #1	Oppose	Never fair game	Only a little	Some	None at all	Moderately fair	Not at all	A lot	Not at all	Not at all	Not at all	Losing influence	Unfriendly toward religion	Neutral toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Disapprove	Very well	A lot
1337	Dissatisfied	Disapprove	Some of the time	Angry	(VOL) Never	(VOL) Don't know/Refused	Statement #1	Statement #2	Statement #1	Statement #2	Statement #2	Oppose	Never fair game	A lot	A lot	None at all	Moderately fair	A lot	A lot	A lot	Not at all	A lot	Losing influence	Unfriendly toward religion	Unfriendly toward religion	Unfriendly toward religion	Should keep out of political matters	Disapprove	Very well	A lot
1338	Dissatisfied	Disapprove	Most of the time	Angry	Only some of the time	No, not keeping promises	Statement #1	Statement #1	Statement #2	Statement #1	Statement #1	Favor	Sometimes fair game [OR IS IT]	A lot	A lot	Some	Moderately fair	Not too much	A lot	A lot	Not at all	A lot	Increasing influence	Neutral toward religion	Neutral toward religion	Unfriendly toward religion	Should keep out of political matters	Disapprove	Not too well	A little
1339	Dissatisfied	Disapprove	Some of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #1	(VOL) Neither/Both equally	(VOL) Neither/Both equally	Statement #1	Statement #1	Strongly favor	Never fair game	A lot	A lot	None at all	Moderately fair	Not too much	Not too much	A lot	Not at all	A lot	Losing influence	Neutral toward religion	Unfriendly toward religion	(VOL) Don't know/Refused	Should keep out of political matters	(VOL) Don't know/Refused	Somewhat well	A lot
1340	Dissatisfied	Disapprove	Most of the time	Angry	Only some of the time	Yes, keeping promises	Statement #1	Statement #1	Statement #2	Statement #1	Statement #1	Strongly favor	Never fair game	A lot	A lot	None at all	Not too fair	Not too much	A lot	A lot	Not at all	A lot	Losing influence	Neutral toward religion	Friendly toward religion	Friendly toward religion	Should keep out of political matters	Disapprove	Somewhat well	A lot
1341	(VOL) Don't know/Refused	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	(VOL) Don't know/Refused	Statement #2	(VOL) Neither/Both equally	Statement #2	Statement #2	(VOL) Don't know/Refused	Never fair game	None at all	Only a little	Some	Very fair	Not at all	Not at all	Not at all	Not at all	(VOL) Don't know/Refused	Losing influence	Unfriendly toward religion	Friendly toward religion	(VOL) Don't know/Refused	Should express their views on day-to-day social and political questions	Approve	Very well	A lot
1342	(VOL) Don't know/Refused	(VOL) Don't know/Refused	Hardly at all	Frustrated	Only some of the time	No, not keeping promises	(VOL) Don't know/Refused	Statement #1	(VOL) Neither/Both equally	Statement #2	Statement #1	(VOL) Don't know/Refused	(VOL) Other/Depends	Some	Only a little	(VOL) Don't know/Refused	Moderately fair	Not too much	Some	(VOL) Don't know/Refused	Not too much	Not too much	(VOL) Don't know/Refused	Friendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	(VOL) Don't know/Refused	(VOL) Don't know/Refused	A lot
1343	Dissatisfied	Disapprove	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #1	Statement #1	Statement #2	Statement #1	Statement #1	Strongly favor	Sometimes fair game [OR IS IT]	A lot	A lot	Only a little	Not too fair	Some	A lot	Not too much	Not at all	Some	Losing influence	Friendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Disapprove	Somewhat well	A lot
1344	Dissatisfied	Disapprove	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #1	Statement #1	Statement #2	Statement #1	Statement #1	Favor	Never fair game	Some	Some	Some	Not too fair	Some	A lot	A lot	Some	A lot	Increasing influence	Friendly toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	Disapprove	Somewhat well	A lot
1345	Dissatisfied	Disapprove	Only now and then	Frustrated	Only some of the time	(VOL) Don't know/Refused	Statement #1	(VOL) Neither/Both equally	Statement #1	Statement #1	Statement #1	Strongly favor	Never fair game	A lot	A lot	None at all	(VOL) Don't know/Refused	Not too much	Not too much	A lot	Not at all	A lot	Increasing influence	Neutral toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	(VOL) Don't know/Refused	Not too well	A lot
1346	Satisfied	Approve	Most of the time	Frustrated	(VOL) Never	No, not keeping promises	Statement #2	Statement #1	Statement #1	Statement #1	Statement #2	Oppose	Never fair game	Some	Some	None at all	Moderately fair	Some	A lot	A lot	A lot	A lot	Increasing influence	Neutral toward religion	Neutral toward religion	Neutral toward religion	Should keep out of political matters	Approve	Very well	A lot
